Model,href,Exterior color,Interior color,Drivetrain,MPG,Fuel type,Transmission,Engine,VIN,Stock #,Mileage,Accidents or damage,1-owner vehicle,Personal use only,Price
2019 Cadillac CTS-V Base,/vehicledetail/bb4309e0-b726-4f43-8813-7f3e2eddaee6/,Crystal White Tri-Coat,Jet Black,Rear-wheel Drive,"14–21



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,8-Speed Automatic,6.2L V8 16V GDI OHV Supercharged,1G6A15S68K0115385,006761,"44,749 mi.",None reported,Yes,Yes,"$74,990"
2020 Chevrolet Colorado WT,/vehicledetail/4dc6c93d-c9f3-477e-876f-74519c8f3998/,Summit White,Jet Black / Dark Ash,Four-wheel Drive,"17–24



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,8-Speed Automatic,3.6L V6 24V GDI DOHC,1GCGTBEN4L1227373,XG1742,"28,261 mi.",None reported,Yes,Yes,"$29,799"
2022 Chevrolet Suburban Premier,/vehicledetail/13691a48-8552-4bf4-92aa-c1a612d30225/,Satin Steel Metallic,Jet Black,Rear-wheel Drive,–,Gasoline,10-Speed Automatic with Overdrive,5.3L V8 16V GDI OHV,1GNSCFKD5NR207044,6L1120P,"20,458 mi.",None reported,Yes,No,"$67,443"
2023 GMC Yukon XL Denali Ultimate,/vehicledetail/f34db133-ce19-4173-a9d3-71e80f7b55c1/,White Frost Tri-Coat,Alpine Umber,Four-wheel Drive,–,Gasoline,10-Speed Automatic,6.2L V8 16V GDI OHV,1GKS2KKL5PR175067,W15573A,304 mi.,None reported,Yes,Yes,"$103,995"
2020 Mazda CX-5 Grand Touring,/vehicledetail/d55a29ea-645d-48b1-9954-c083e337fa66/,Jet Black Mica,Black,All-wheel Drive,"24–30



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,Automatic,"SKYACTIV-G 2.5L I-4 gasoline direct injection, DOHC, VVT variabl",JM3KFBDM9L0869045,N0236A,"35,356 mi.",None reported,Yes,Yes,"$28,500"
2016 Toyota RAV4 Hybrid Limited,/vehicledetail/d3e0cdd1-345e-439c-a4e8-87b6da424338/,Black Sand Pearl,Black,All-wheel Drive,"34–31



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Hybrid,Variable,Gas/Electric I-4 2.5 L/152,JTMDJREV4GD028491,D25378A,"63,761 mi.",At least 1 accident or damage reported,Yes,Yes,"$24,598"
2022 Cadillac Escalade Sport,/vehicledetail/d72e664a-e8b0-46cb-92d4-f73d7919c0b5/,Black Raven,Jet Black,Four-wheel Drive,–,Gasoline,Automatic,6.2L V8 16V GDI OHV,1GYS4FKL2NR207381,000P6383,"26,840 mi.",None reported,Yes,Yes,"$105,000"
2021 Toyota Camry Hybrid SE,/vehicledetail/ee7a91da-1a0d-469c-81f3-83dd0c259561/,Blue,–,Front-wheel Drive,"44–47



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Hybrid,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid,4T1G31AK0MU549252,MU549252,"33,091 mi.",None reported,Yes,No,"$31,955"
2021 Ford Expedition Limited,/vehicledetail/a2640c3d-8fcc-4b90-9f53-d77a0e426f92/,Magnetic,Ebony,Rear-wheel Drive,"17–23



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,1FMJU1KT4MEA55934,L23200A,"14,494 mi.",None reported,Yes,Yes,"$55,500"
2022 Ford Expedition Limited,/vehicledetail/8b7ec502-daad-4ba8-87ac-83dd5de75c21/,Star White,Black Onyx,Four-wheel Drive,"16–22



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo,1FMJU2AT4NEA16642,TF3T181054A,"16,480 mi.",None reported,Yes,Yes,"$65,990"
2016 Ford Expedition Platinum,/vehicledetail/6725f514-c8d9-4723-a638-108fff904c13/,Black,Gray,Four-wheel Drive,"15–20



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,6-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo,1FMJU1MT2GEF10846,F10846,"129,692 mi.",At least 1 accident or damage reported,No,Yes,"$23,000"
2021 Lexus NX 300 Base,/vehicledetail/ef4970ce-395c-41a7-a1f4-1eb1c11d8d79/?attribution_type=isa,Caviar,Black,All-wheel Drive,"22–28



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,6-Speed Automatic,2.0L I4 16V PDI DOHC Turbo,JTJGARDZ2M2236357,M2236357,"48,733 mi.",At least 1 accident or damage reported,Yes,Yes,"$34,581"
2010 Dodge Caliber Rush,/vehicledetail/a186366c-336d-4f4a-873e-bf40f0b8e491/,Brilliant Black Crystal Pearlcoat,Dark Slate Gray,Front-wheel Drive,"23–29



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,Automatic CVT,2.4L I4 16V MPFI DOHC,1B3CB8HB2AD615754,77615754,"136,276 mi.",At least 1 accident or damage reported,No,Yes,"$4,997"
2016 Ford Taurus SEL,/vehicledetail/6a8c09cb-4dfd-47fa-9bc2-faa5ea594ef5/,Red,Black,Front-wheel Drive,"18–27



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,6-Speed Automatic,3.5L V6 24V MPFI DOHC,1FAHP2E84GG100327,LLU593,"46,250 mi.",None reported,Yes,Yes,"$20,890"
2020 Kia Niro Plug-In Hybrid LXS,/vehicledetail/6b19d893-58c5-48ed-9f59-181e82611206/,Aurora Black Pearl,Charcoal,Front-wheel Drive,–,Hybrid,6-Speed Automatic with Auto-Shift,1.6L I4 16V GDI DOHC Hybrid,KNDCM3LD3L5396983,32226,"38,151 mi.",None reported,No,Yes,"$25,988"
2019 Volkswagen Atlas 3.6L V6 SE w/Technology,/vehicledetail/4b7361e7-60d1-449a-b1a0-72f3c5648268/,Pure White,Shetland Beige,All-wheel Drive,"17–23



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,Automatic,Regular Unleaded V-6 3.6 L/220,1V2UR2CA6KC566803,P33392,"29,223 mi.",None reported,Yes,Yes,"$39,322"
2013 Nissan Altima 2.5 SV,/vehicledetail/4a0e062e-84b1-414e-bb48-0679daadb6b5/,Pearl White,Charcoal,Front-wheel Drive,"27–38



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,Automatic CVT,2.5L I4 16V MPFI DOHC,1N4AL3AP3DN516313,X9855,"96,154 mi.",At least 1 accident or damage reported,No,Yes,"$12,000"
2019 Hyundai Accent SE,/vehicledetail/56379bcc-8931-46c9-b51a-9292050ccb5b/,Olympus Silver Metallic,Black,Front-wheel Drive,"28–38



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,6-Speed Automatic,1.6L I4 16V GDI DOHC,3KPC24A37KE079829,LHO1114P,"85,001 mi.",None reported,No,No,"$15,308"
2016 Audi S7 4.0T quattro,/vehicledetail/b781883b-ef50-4613-8314-756edb51f6dc/,Glacier White Metallic,Black,All-wheel Drive,"17–27



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,7-Speed Automatic with Auto-Shift,4.0L V8 32V GDI DOHC Twin Turbo,WAUW2AFC0GN180120,GN180120,"77,203 mi.",None reported,No,Yes,"$34,661"
2021 BMW 530 i,/vehicledetail/d33fd22a-a04e-43e9-a507-63dbcfa491d4/,Glacier Silver Metallic,Black,Rear-wheel Drive,"25–33



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBA53BH08MWX18733,P8562,"41,719 mi.",None reported,Yes,No,"$34,980"
2007 Land Rover Range Rover Sport HSE,/vehicledetail/63742304-dd47-4045-ba6b-9684aa876f64/,White,Tan,Four-wheel Drive,"14–20



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,6-Speed Automatic,4.4L V8 32V MPFI DOHC,SALSF25447A998620,998620,"159,946 mi.",None reported,No,Yes,"$7,799"
2020 Honda Passport Elite,/vehicledetail/222eb11f-cdde-4264-8ce1-86884e8ff8ff/,Deep Scarlet Pearl,Gray,All-wheel Drive,"19–24



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H05LB007729,10148,"35,765 mi.",None reported,No,Yes,"$35,900"
2011 Honda Element EX,/vehicledetail/fc42840c-1feb-4ad7-a5f0-449169e14ad1/,Polished Metal Metallic,Titanium,Front-wheel Drive,"20–25



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,5-Speed Automatic,2.4L I4 16V MPFI DOHC,5J6YH1H79BL003557,003557,"97,702 mi.",None reported,Yes,Yes,"$16,999"
2018 Kia Optima S,/vehicledetail/eaff0f1d-7abd-42ec-b0f5-929b27b21f46/,Platinum Graphite,Black,Front-wheel Drive,"23–32



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,6-Speed Automatic,2.4L I4 16V GDI DOHC,5XXGT4L36JG240768,4QN240768,"37,419 mi.",None reported,Yes,Yes,"$19,345"
2014 Audi A4 2.0T Premium,/vehicledetail/f16bdce4-15c9-45a4-a694-bb2f17cd0414/,White,Beige,All-wheel Drive,"20–29



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WAUBFAFL1EN022367,0837COC,"106,689 mi.",At least 1 accident or damage reported,No,Yes,"$15,995"
2016 Toyota Highlander Hybrid Limited Platinum,/vehicledetail/9b2b83dd-65cb-4400-9d65-5d1d176ff0e2/,Blizzard Pearl,Ash,All-wheel Drive,"27–28



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Hybrid,Automatic CVT,3.5L V6 24V MPFI DOHC Hybrid,5TDDCRFH7GS020229,3020229,"113,889 mi.",None reported,Yes,Yes,"$26,989"
2020 Honda Passport EX-L,/vehicledetail/f28a2b68-a1ee-4fcf-a6b0-c5a3f6969a1d/,Modern Steel Metallic,Black,All-wheel Drive,"19–24



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,9-Speed Automatic,3.5L V6 24V GDI SOHC,5FNYF8H51LB009344,T12572A,"33,633 mi.",None reported,Yes,Yes,"$30,493"
2015 Honda Accord Hybrid EX-L,/vehicledetail/da97af47-c3a7-444e-912c-4b05f1268ced/?attribution_type=isa,Gray,–,Front-wheel Drive,"50–45



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Hybrid,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid,1HGCR6F5XFA002691,13621T,"75,996 mi.",None reported,Yes,Yes,"$18,500"
2016 Maserati Ghibli S Q4,/vehicledetail/256ff559-8843-4664-ad6a-f1aae11da94d/,Bianco,Nero,All-wheel Drive,"16–24



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,8-Speed Automatic,3.0L V6 24V GDI DOHC Twin Turbo,ZAM57RTA2G1182651,STK182651,"25,461 mi.",At least 1 accident or damage reported,Yes,No,"$31,900"
2014 Toyota Tundra Limited,/vehicledetail/75ee31a5-7764-442a-9045-b836efa19c28/,Black,Gray,Four-wheel Drive,"13–17



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,6-Speed Automatic,5.7L V8 32V MPFI DOHC,5TFBY5F13EX340174,15501,"94,041 mi.",None reported,Yes,No,"$29,997"
2013 Volkswagen Eos Executive,/vehicledetail/93f16c83-62da-4005-bed0-ab3e0afe89cb/,Indium Gray Metallic,Charcoal / Black,Front-wheel Drive,"22–30



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,6-Speed Automatic with Auto-Shift,2.0L I4 16V GDI DOHC Turbo,WVWFW8AH0DV005543,K7261,"38,437 mi.",None reported,No,Yes,"$20,950"
2022 Lexus LX 600 Ultra Luxury,/vehicledetail/b05a9eec-45cc-4fd2-b9b4-310720f7c68a/,Eminent White Pearl,Black,Four-wheel Drive,–,Gasoline,Automatic,3.5L V6 24V PDI DOHC Twin Turbo,JTJLBACX0N4013544,N4013544,"2,065 mi.",None reported,Yes,Yes,"$142,815"
2021 Toyota Venza LE,/vehicledetail/a0eed2fb-bc71-4f9f-836d-fa686e35a949/,Gray,–,All-wheel Drive,"40–37



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Hybrid,Automatic CVT,2.5L I4 16V PDI DOHC Hybrid,JTEAAAAH2MJ005160,30130A,"45,682 mi.",At least 1 accident or damage reported,Yes,Yes,"$30,000"
2020 Ford Expedition Max Limited,/vehicledetail/d9645b7e-341f-446b-8eb8-b000aba26eef/,Silver,Ebony,Four-wheel Drive,"16–21



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,10-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo,1FMJK2AT7LEA94741,AA94741,"40,639 mi.",None reported,Yes,No,"$51,495"
2020 Mercedes-Benz E-Class E 350,/vehicledetail/d19119d8-6044-4d8d-9482-8d43fdbfcaef/,Black,Tan,Rear-wheel Drive,"23–32



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,W1KZF8DBXLA833387,TLA833387,"22,921 mi.",At least 1 accident or damage reported,Yes,Yes,"$38,997"
2020 Kia Forte GT-Line,/vehicledetail/c8168d4d-4a01-4958-bc0c-4e9304986ea6/,Gray,Black,Front-wheel Drive,"29–40



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,Automatic CVT,2.0L I4 16V MPFI DOHC,3KPF34AD6LE247884,24210428,"34,409 mi.",None reported,Yes,No,"$22,998"
2019 Buick Regal TourX Preferred,/vehicledetail/3cdea5ef-2889-4894-b5ea-9335c379713d/,Dark Moon Blue Metallic,Shale,All-wheel Drive,"21–29



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,W04GU8SX6K1011779,K1011779,"26,269 mi.",None reported,Yes,Yes,"$27,487"
2019 Land Rover Range Rover Evoque SE,/vehicledetail/bb1bfa26-5af6-48d9-8688-7c915851ffe1/,Fuji White,Ebony,Four-wheel Drive,"22–29



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,Automatic,I4,SALVP2RX3KH340768,R33466A,"59,894 mi.",At least 1 accident or damage reported,No,No,"$28,559"
2013 Mercedes-Benz M-Class ML 350,/vehicledetail/ca64a240-8d73-4af4-8e2c-df744d83ce37/,Steel Gray Metallic,Gray,Rear-wheel Drive,"18–23



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,7-Speed Automatic,3.5L V6 24V GDI DOHC,4JGDA5JB9DA222771,M4034,"33,005 mi.",None reported,Yes,Yes,"$20,998"
2021 Volkswagen ID.4 Pro,/vehicledetail/3830e83a-476e-430b-a840-e9e041bde0e6/,Glacier White,Black,Rear-wheel Drive,Electric,1-Speed Automatic,Electric,WVGRMPE20MP043308,231328,"24,829 mi.",At least 1 accident or damage reported,Yes,Yes,At least 1 open recall reported,"$29,998"
2014 Audi S5 3.0T Premium Plus quattro,/vehicledetail/7921bb9b-2f5a-47a8-bc82-06c575c16f12/,Black,Black / Silver,All-wheel Drive,"18–28



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,7-Speed Automatic with Auto-Shift,3.0L V6 24V GDI DOHC Supercharged,WAUCGAFR5EA052064,47211AQ,"50,804 mi.",None reported,No,Yes,"$26,920"
2021 RAM 1500 Classic SLT,/vehicledetail/c418d8da-9527-4b4b-836b-b616c8e72815/,Flame Red Clearcoat,Black,Four-wheel Drive,"16–23



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,8-Speed Automatic,5.7L V8 16V MPFI OHV,1C6RR7GT3MS568587,208312A,"23,060 mi.",None reported,No,Yes,"$37,703"
2016 BMW 228 i xDrive,/vehicledetail/61406201-d731-4e29-bff6-57928f239d59/,Black Sapphire Metallic,Black / Red,All-wheel Drive,"23–35



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,WBA1G9C54GV599278,6005AC,"99,465 mi.",At least 1 accident or damage reported,Yes,Yes,"$17,599"
2021 Mercedes-Benz E-Class E 350,/vehicledetail/c4255054-6e41-439b-99f1-a5742e322147/,Polar White,Macchiato Beige,Rear-wheel Drive,"22–31



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,9-Speed Automatic,2.0L I4 16V GDI DOHC Turbo,W1KZF8DB8MA929889,L1924,"16,749 mi.",None reported,Yes,Yes,"$53,997"
2013 Maserati GranTurismo Sport,/vehicledetail/959a73a6-8c8f-4ac6-aea3-6a8faf8752c8/,White,Red,Rear-wheel Drive,"13–20



Based on EPA mileage ratings. Use for comparison purposes only. Actual mileage will vary depending on driving conditions, driving habits, vehicle maintenance, and other factors.",Gasoline,6-Speed Automatic,4.7L V8 32V MPFI DOHC,ZAM45VMA7D0069675,A97947,"39,120 mi.",None reported,Yes,Yes,"$49,950"
